KOD_BODU	Subtyp_final	Total_Rich	Specialist_Rich	Generalist_Rich	Canopy_Rich	Cavity_Rich	Ground_Shrub_Rich	Threatened_Rich	Total_Abun	Specialist_Abun	Generalist_Abun	Canopy_Abun	Cavity_Abun	Ground_Shrub_Abun	Threatened_Abun	Rarity_index	Elev	StandDeadtree3	LayingDeadtree3	Tezba_vyklizeni3	Tezba_ponechani3	Windfall3	DamageTotal3	DisturbTotal3	BiologLegac3	StandDeadtree1	LayingDeadtree1	Tezba_vyklizeni1	Tezba_ponechani1	Windfall1	DamageTotal1	DisturbTotal1	BiologLegac1	conif_ha1	deadw_ha1	decid_ha1	Total_LT_ha1	conifHAv1	deadwHAv1	decidHAv1	snagHAv1	conifHSD1	deadwHSD1	decidHSD1	snagHSD1	conifCBAv1	deadwCBAv1	decidCBAv1	snagCBAv1	conifCBSD1	deadwCBSD1	decidCBSD1	snagCBSD1	conifVol1	deadwVol1	decidVol1	snagVol1	conifVolAv1	deadwVolAv1	decidVolAv1	snagVolAv1	conifVolHA1	deadwVolHA1	decidVolHA1	snagVolHA1	conif_ha3	deadw_ha3	decid_ha3	Total_LT_ha3	conifHAv3	deadwHAv3	decidHAv3	snagHAv3	conifHSD3	deadwHSD3	decidHSD3	snagHSD3	conifCBAv3	deadwCBAv3	decidCBAv3	snagCBAv3	conifCBSD3	deadwCBSD3	decidCBSD3	snagCBSD3	conifVol3	deadwVol3	decidVol3	snagVol3	conifVolAv3	deadwVolAv3	decidVolAv3	snagVolAv3	conifVolHA3	deadwVolHA3	decidVolHA3	snagVolHA3	LT_VolHA1	NumLT25	NumLT30	Elev_cat2	Underg_%	Underg_Decid	Underg_H	Struct_Can	Uproot_N	DeadTr_Decay	Cover_deadw	Can_cover	Can_damage
85	ZPZ	8	4	4	5	2	1	0	10	4	6	6	2	2	0	0.431528662	1026.215942	9.296735845	4.437018657	7.134571845	9.02007251	0.242185966	30.13058482	13.97594047	22.99601298	5.783365394	0	5.395710761	11.46290628	0	22.64198243	5.783365394	17.24627167	259.1240015	14.0239312	0.956177127	260.0801786	21.3052497	26.73323081	19.15319745	9.075096463	9.430180205	6.933664884	4.778248253	5.148987998	2.405311125	3.303133878	3.616699219	1.4	3.137620012	4.448767389	4.328767076	0.734846923	183448.086	7335.285283	211.0922165	72.72292475	225.6434022	166.7110292	70.36407217	14.54458495	58469.62128	2337.944003	67.28051639	23.17866576	270.753818	20.20392447	2.193771134	272.9475891	20.22646675	21.75919336	18.01721562	8.831856768	8.416159668	8.13343189	7.697762292	5.070383323	2.376973369	1.990622819	2.755650659	1.587349212	2.979850666	2.581263716	3.837059813	0.907189541	1586620.498	86399.47421	6260.911708	2697.926853	207.3471638	151.3125643	100.9824469	19.4095457	56140.03626	3057.107621	3.573102855	0.686775824	58536.9018	402	193	C965_1065	50	0	250	4	1	4	0	75	2
86	ZPS	11	4	7	5	2	4	0	12	5	7	6	2	4	0	0.452229299	1076.276001	15.18020377	28.46571425	18.10667795	14.40766881	0.344252372	76.50451715	43.99017039	58.3978392	41.13158586	10.88894994	13.60079316	9.130515829	0	74.75184478	52.0205358	61.15105163	175.6178657	131.6337179	3.187257091	178.8051228	17.55930036	21.98904749	22.93342297	9.376255736	9.245481806	8.523538707	5.910206871	7.036945085	2.927297272	4.093429594	4.680822754	2.123273577	3.12021442	4.000208584	4.367975313	1.971849862	91779.4868	70851.65667	1105.444404	876.1386475	166.5689416	171.5536481	110.5444404	25.03253279	29252.48201	22582.24451	352.3335515	279.2479117	171.8571999	67.54692087	8.668934318	180.5261343	14.06945339	19.26432849	18.30951507	8.993244397	9.103361009	8.676888374	8.014669536	5.003794242	2.187812051	2.811447852	2.213532868	1.605766463	2.316319411	3.374541841	2.717823445	1.064800311	669799.5049	220953.1028	30286.26649	11365.06857	137.9039541	115.7428511	123.6174142	24.81456019	23699.78741	7818.073207	4.37400508	0.878023643	29604.81556	339	60	D1065_1165	40	0	150	1	1	1	0	90	1
87	MD	10	3	7	2	4	4	1	11	4	7	2	5	4	1	1.02388535	855.781982	58.77665423	0.434358976	8.817135549	0.205750144	13.58305761	81.81695651	72.79407082	72.99982096	92.72624639	0	3.793334136	0	2.201450959	98.72103148	94.92769734	94.92769734	72.03201026	227.2514306	63.74514182	135.7771521	19.94409407	32.84459562	24.81512778	14.47571666	15.00446044	9.315955302	12.07019123	9.382931053	5.367030591	13.18100228	2.730481873	2.236217152	7.130805015	7.287642137	4.295113969	4.142007963	34292.68499	164799.9717	40371.43871	701.3077813	151.7375442	231.1360052	201.8571935	31.87762642	10929.96034	52525.98785	12867.41543	223.5248199	104.2395123	156.2177348	89.13079815	193.3703104	14.25350967	29.77305484	22.49815685	11.58845491	11.65178258	10.42853579	12.49900426	8.258152483	2.792930463	9.799745823	4.170942415	1.864036875	4.269237338	7.338082635	5.89981986	2.54653854	433653.0115	1052162.01	696857.471	3792.942365	147.2006149	238.315291	276.6405204	31.34663111	15344.1203	37229.07492	9.788483679	1.109150556	23797.37577	789	714	A765_865	50	100	250	3	2	4	10	65	6
88	MD	9	1	8	1	3	5	0	10	1	9	1	3	6	0	0.082802548	817.94397	25.19455383	0	19.44031615	4.821858568	13.0891777	62.54590624	38.28373153	43.1055901	19.49748196	0	12.82899957	3.374938011	48.08947786	83.7908974	67.58695982	70.96189783	186.1358141	33.78492517	47.17140495	233.3072191	19.25898551	19.6735717	20.28402655	12.64327378	12.66526835	12.9973623	11.47734365	9.586268299	5.173795413	3.133588107	2.857240419	1.234141474	5.345894406	4.675454228	4.149498417	0.842636471	75823.71305	8487.301941	29086.10173	949.08043	129.8351251	80.06888624	196.5277144	41.26436652	24166.96671	2705.12133	9270.4884	302.4963331	194.0779785	73.70363341	39.13404635	233.2120249	21.61068049	31.13055141	21.37455044	12.73408885	10.35823048	10.19521082	11.16296948	10.41836775	5.196871439	10.818702	3.359004981	3.234872616	5.322187512	7.368841788	5.001532536	4.319070605	1025460.366	464711.6627	360131.5037	3109.740822	186.9572226	223.0972937	325.6161878	36.58518614	36284.27983	16443.08115	11.52140957	1.294508472	33437.45511	389	274	A765_865	75	3	250	7	2	4	40	10	5
89	ZPZ	9	4	5	5	1	3	0	11	5	6	7	1	3	0	0.48566879	843.052979	10.54477587	0	5.898667196	4.145508418	0	20.58895148	10.54477587	14.69028429	5.008625427	0	12.59269012	2.675009498	0	20.27632505	5.008625427	7.683634925	354.7417142	2.549805673	68.84475317	423.5864674	26.06437717	18.20634499	18.71272521	21.89685097	8.012826936	7.441803893	8.162349037	8.557065579	7.954966035	0.963882446	4.182701111	9.920715332	5.455212585	0.974440742	4.957711315	6.706978466	234025.8971	3455.964078	57648.23564	225.7069065	210.2658555	431.9955098	266.8899798	75.2356355	74590.07002	1101.504601	18373.97478	71.93859383	307.411026	12.10112464	66.34388509	373.754911	26.61368911	23.21834752	22.66672829	17.31663904	8.205253091	13.1817981	10.49240839	9.440676079	8.133810546	5.390233625	5.882501009	5.178226837	5.861689044	6.216708285	6.492907124	6.119342707	1747970.109	84012.24921	628043.26	3529.919775	201.1936129	245.6498515	334.9564053	48.35506542	61849.13496	2972.639471	11.85189827	1.710966882	92964.0448	872	494	A765_865	20	100	300	2	1	1	5	90	1
90	ZPZ	11	1	10	3	3	5	0	14	1	13	4	4	6	0	0.25955414	802.125	0.13257033	0	38.32428065	8.770609341	0	47.22746032	0.13257033	8.903179671	0	0	7.53311602	15.97716386	0	23.51027988	0	15.97716386	268.3670471	0	17.529914	285.8969611	32.2303878	0	28.61450436	15.12370504	7.17839366	0	6.1736759	10.06536435	11.81703494	0	12.84798029	4.555555556	5.486226005	0	5.765041823	6.066503864	191572.7018	0	15006.50615	246.6644278	227.5210236	0	272.8455664	27.40715864	61059.14524	0	4782.959314	78.61829465	202.3576954	0.566134486	19.88547382	222.2431692	29.71378186	20.83299673	28.26478729	18.92742102	8.492662626	11.88400125	7.851018131	11.40274564	10.41870639	6.927978516	11.55118721	7.104780409	6.063351472	5.044460689	6.168618157	7.276116438	1241636.161	3623.205543	149714.0504	1690.354827	217.1072146	226.4503464	266.3951074	46.95430075	43933.3156	128.2013505	9.425966076	1.661403058	65842.10456	973	907	A765_865	60	100	150	4	1	1	0	85	1
91	ZPZ	12	4	8	4	4	4	0	14	5	9	6	4	4	0	0.386942675	821.15802	9.378081904	0	14.88976633	0.686568154	0.075596487	25.03001287	9.453678391	10.14024654	2.728186461	0	7.251437438	0	0.681009064	10.66063296	3.409195525	3.409195525	412.1123419	5.737062764	21.99207393	434.1044158	26.16854422	27.55581025	26.55952443	21.77329547	4.285949173	2.587617281	7.418142518	7.770370659	6.883473502	9.671169705	8.917524697	8.599080404	4.437099913	3.400916627	5.636857006	4.875446554	195335.5644	1958.034039	24783.21918	308.9710375	151.0715888	108.7796688	359.1770896	51.49517292	62258.46627	624.0757876	7899.049107	98.47701302	330.4810063	8.385867075	62.80554455	393.2865508	23.4843408	24.1485792	18.76186418	19.70341174	6.47522832	13.87569695	11.08514358	8.543785614	5.845809937	4.973542934	3.383886512	6.937053974	4.451684951	6.207765671	4.568365894	5.387905831	1493075.541	62896.68349	572052.458	2803.28206	159.8581949	265.3868502	322.2830749	53.90927038	52830.09712	2225.498849	11.40347269	1.907493567	70157.51538	833	280	A765_865	0	0	0	1	1	1	3	65	1
92	MD	9	2	7	1	3	5	0	10	2	8	2	3	5	0	0.285031847	897.077026	58.85981536	0.834145475	3.529680574	1.613060989	0.612581564	65.44928396	60.3065424	61.91960339	74.10381978	2.58622801	3.652658821	0.36389171	0.256002748	80.96260107	76.94605054	77.30994225	41.11561648	244.7813446	32.19129662	73.3069131	21.52832117	30.33844084	28.35867409	6.291809466	12.08871126	6.935658121	10.61385096	0	5.156436891	9.547896862	8.940338437	2.5	5.709152325	5.387655283	8.038928662	0	25644.49225	215092.1245	49568.58002	23.86810225	198.7945136	280.0678705	490.77802	23.86810225	8173.558977	68555.38992	15798.78082	7.607377815	35.02957133	183.8521744	90.86458502	125.8941563	20.95830226	28.71580991	29.9553751	12.62233965	14.98959638	9.763159857	10.17208189	8.690886161	5.545673224	8.846148226	10.7639534	2.543359873	6.899219112	6.948018638	8.750842829	5.056104785	209994.4124	1408096.823	1013523.356	1915.521389	212.1155681	270.9963092	394.6742041	39.09227325	7430.317423	49823.2607	13.96491736	1.383217752	23972.33979	800	578	B865_965	15	90	200	2	1	4	5	65	5
93	MD	9	1	8	2	3	4	2	9	1	8	2	3	4	2	0.98089172	859.994995	39.73957547	0.489737538	12.80403303	2.254112847	0.541419301	55.82887819	40.77073231	43.02484516	78.75322264	1.82570217	7.985515854	2.069842177	0	90.63428284	80.57892481	82.64876699	19.76099397	287.8093153	13.38647978	33.14747375	24.48363803	30.13823607	27.22071191	7.369608946	13.03021364	7.772866143	9.351578796	0.729261413	6.525333528	8.797049589	6.094018845	2.333333333	6.383184558	5.879333564	6.586310844	0.23570226	16570.75444	236672.1407	13917.19381	44.15523725	267.2702329	262.0953939	331.3617575	14.71841242	5281.52546	75433.49586	4435.767467	14.0734093	89.97999988	120.5866455	74.90666919	164.8866691	24.12880755	30.93063807	32.08120566	10.36039532	12.11433878	10.83047397	10.96860436	7.557301299	5.812479215	10.28035369	14.44154049	2.996918898	6.624592174	7.501014572	9.839627274	4.762159572	615569.6793	1028588.9	862731.2624	1653.981621	242.0643647	301.8159917	407.5253956	31.80733886	21780.9515	36394.97801	14.41963627	1.125451965	9717.292927	840	550	A765_865	0	0	0	1	1	4	5	75	6
95	ZPZ	10	3	7	2	4	4	1	16	5	11	3	9	4	1	1.308917197	789.614258	0.598908272	0	20.37080423	7.16352758	0.23092359	28.36416367	0.829831862	7.993359442	0	0	16.28076918	1.442013651	0	17.72278283	0	1.442013651	324.1440462	0.318725709	9.561771274	333.7058174	24.6039816	15.00427285	25.03189919	38.59796181	7.36179256	0	5.543067211	0	5.157219721	0.5	7.627614339	5.5	5.139168096	0	5.552177635	0	227850.7226	40.70126	8213.123841	60.24766625	224.0420085	40.70126	273.7707947	60.24766625	72621.88313	12.97253796	2617.73372	19.20248015	302.4573492	0.955351945	16.27636648	318.7337157	25.09866965	22.4476164	22.34119123	18.59527624	7.831576754	12.32182638	8.994464008	11.29605407	6.108804006	2.9816352	5.108726435	7.187267485	5.491882225	4.447267886	6.083304836	6.511152093	1818329.442	5847.249807	145117.2741	1917.027661	212.7198692	216.5648077	315.472335	45.64351574	64338.68775	206.8956103	11.16248551	1.61502302	75239.61685	569	344	A765_865	0	0	0	1	1	1	0	80	1
96	ZPS	12	6	6	4	4	4	1	15	9	6	5	6	4	1	1.337579618	1164.444946	0.467650893	0.486657346	57.69934001	4.911807869	3.392786836	66.95824295	4.347095074	9.258902943	0.58972725	0	30.69075208	4.200978755	1.532165357	37.01362344	2.121892607	6.322871362	234.5821219	8.605594146	1.593628546	236.1757505	18.10984333	17.09294303	11.99922031	7.319948107	5.998943255	4.069054673	2.522301829	3.828149959	2.370232789	2.16809082	0.924047852	1.600402832	1.870530994	1.649356264	0.789350946	0.916911423	131983.4338	2477.406038	168.839901	138.788302	179.3253176	91.75577918	33.7679802	13.8788302	42066.51351	789.6129962	53.81361717	44.23539997	229.2490835	5.236743996	10.26118756	239.510271	13.25729608	13.154428	15.01796653	7.287611941	7.674774125	7.736085183	6.374469423	4.06360229	2.399121444	2.171212686	2.811474188	1.724692946	1.981478816	2.098387599	2.380923958	0.844232901	872653.8993	11439.27588	33464.82518	2103.468491	134.689597	77.29240459	115.3959489	16.18052685	30877.46668	404.7605357	4.08310164	0.572522141	42120.32713	46	1	D1065_1165	1	0	150	2	1	1	5	75	1
97	ZPZ	8	2	6	3	1	4	0	9	3	6	3	2	4	0	0.157643312	1171.489014	3.615402615	0.11857331	34.83028588	1.35131893	0.208115533	40.12369627	3.942091457	5.293410387	3.841264931	0	7.319933415	0	0	11.16119835	3.841264931	3.841264931	410.5187133	2.231079964	27.09168527	437.6103986	15.94082508	17.85831384	18.73546563	19.29586987	4.791574658	4.524325452	2.900623242	2.379941743	1.882920354	0.801461356	4.684142348	4.80355835	1.978087868	0.530582906	3.505408305	4.681788463	200476.1187	1045.469996	24512.87096	187.9037405	155.6491605	149.3528566	288.3867171	46.97593512	63896.89309	333.2181659	7812.882178	59.88975293	318.8044825	3.821407781	45.85689337	364.6613759	13.34721983	14.4491981	19.55674929	8.863989378	6.785543778	7.469570143	4.956015502	5.866983233	2.664634645	1.770772298	4.979429363	2.145653509	2.278122751	1.824641714	3.69040574	1.865263686	1188174.544	10905.18972	314881.6368	1302.391557	131.8728684	100.9739789	242.9642259	21.00631543	42041.66157	385.8627486	8.596901698	0.743274974	71709.77526	17	0	E1165_1365	0	0	0	1	1	1	1	85	1
99	ZPS	9	3	6	4	1	4	0	11	3	8	5	1	5	0	0.25477707	1087.157959	0.750434574	0	34.67947431	4.958800033	0.134419527	40.52312844	0.884854102	5.843654135	0.016423218	0	6.940215818	0.688118542	0	7.644757577	0.016423218	0.70454176	367.8094683	0	23.26697677	391.0764451	21.66311608	0	21.3382736	11.71728537	3.717931813	0	3.131760074	1.24731493	2.772824397	0	7.520686737	0.580871582	2.545000757	0	3.85248378	0.068054199	232103.0205	0	19514.82692	21.04946725	201.1291339	0	267.3263962	10.52473362	73977.1998	0	6219.87705	6.709006376	226.8783953	3.396806917	55.94116391	282.8195592	17.6874742	13.81424747	21.62673706	11.00215392	7.408286958	9.769077888	7.251789847	7.469810026	2.240239266	2.675047557	6.493704076	2.622642204	2.746099293	2.917623576	4.565457641	3.023694218	1178763.485	8474.248442	397906.6349	1741.297094	183.8371	88.27342127	251.680351	23.85338485	41708.66625	299.8477679	8.905307885	0.844013986	80197.07685	184	10	D1065_1165	1	100	150	1	1	1	0	85	1
100	ZPS	8	4	4	5	2	1	0	11	4	7	7	2	2	0	0.343949045	1212.394043	0.35745699	0.054697566	24.77071736	17.85827465	0.921455818	43.96260238	1.333610374	19.19188502	0.629845198	0	0	7.734385149	0	8.364230347	0.629845198	8.364230347	474.9013066	1.912354255	1.593628546	476.4949351	17.0604875	17.88745334	16.21120865	0	2.95065437	3.188898404	3.071701181	0	1.464946977	0.566101074	4.519799805	0	1.66352537	0.147806495	2.431702099	0	247792.7027	582.5367405	508.3934387	0	166.3038273	97.08945675	101.6786877	0	78977.90488	185.6694357	162.0380593	0	297.291372	2.901439241	6.793613833	304.0849858	14.03720707	12.56043402	12.60532685	7.586613137	5.57483658	7.643498444	5.659114577	5.088470813	1.546623333	1.85077202	1.612559001	1.64095237	1.747698239	1.637462785	1.67064023	0.809203127	1215538.018	5997.314418	20522.50626	586.0562752	144.6724611	73.13798071	106.8880535	13.3194608	43009.87444	212.2054073	3.782063326	0.471287881	79139.94294	0	0	E1165_1365	0	0	0	1	1	1	0	90	1
101	ZPS	9	4	5	5	2	2	0	11	5	6	5	3	3	0	0.351910828	1194.657959	13.44974084	0.147454088	15.43197764	11.76235199	6.134832919	46.92635748	19.73202785	31.49437984	0.460526704	0	0	0.564777103	0	1.025303808	0.460526704	1.025303808	426.7737245	1.274902836	4.143434219	430.9171587	19.25685082	19.83267472	16.74968274	18.82312271	2.588504902	1.441349381	2.492363137	0	1.440543006	0.5	2.956298828	6.5	1.64789801	0	2.274126013	0	247730.2106	835.2712608	2160.393774	36.387454	185.0113597	208.8178152	166.1841365	36.387454	78957.98706	266.2224249	688.5730377	11.59761708	295.2391345	10.65040502	12.91494296	308.1540775	15.887081	14.63262112	15.40121732	6.27995093	5.953409582	8.625479975	6.537051264	4.333284481	1.71656378	1.486238904	1.412748823	1.965481771	1.927395153	1.518469355	1.549091597	0.805893704	1342187.608	41846.97582	71311.65717	1379.650981	160.8566165	139.0264977	195.3744032	18.39534641	47491.16823	1480.688509	6.91301171	0.650889999	79646.56009	3	0	E1165_1365	3	0	120	1	1	1	0	85	1
102	VD	11	5	6	4	3	4	1	13	6	7	4	4	5	1	1.055732484	1146.312012	28.75138035	11.51592413	7.271118859	25.68878803	7.222138148	80.44934952	47.48944263	73.17823066	47.18070248	17.54495622	5.031279333	2.149577769	11.65262939	83.55914519	76.37828809	78.52786586	174.3429629	27.41041098	29.00403953	203.3470024	12.19225626	15.80610862	15.24464792	7.48193448	6.135280477	8.854971381	7.411546665	3.8885163	1.144065285	1.021149391	0.942565247	1.962675781	0.822315197	0.777656505	0.836391447	0.608899461	76288.99065	6394.133344	6321.058508	448.6008455	139.4679902	74.35038772	69.46218141	17.94403382	24315.26264	2037.974684	2014.683855	142.9806226	187.1074477	28.20057409	29.01439241	216.1218401	12.2764699	11.89366663	15.77241351	8.662971657	6.16358557	8.709353844	6.500014241	4.431165252	1.313042067	1.368058381	1.010757367	1.562826731	1.320147833	0.990266721	1.13442733	0.849908443	691898.3746	57095.03484	85285.82623	6101.62716	130.8431117	71.63743393	104.0071052	22.68262885	24481.72067	2020.216763	3.680125565	0.802588652	26329.9465	31	14	D1065_1165	25	0	150	3	2	6	45	10	5
103	VD	10	1	9	2	1	7	0	13	1	12	2	1	10	0	0.160828025	1197.996948	9.308125854	7.98507467	2.345469453	28.91368905	35.54806299	84.10042201	52.84126351	81.75495256	0	0.753375513	0	25.37635471	73.87026977	100	74.62364529	100	29.96021666	89.56192426	3.187257091	33.14747375	4.756416069	3.936991006	9.197096545	4.530068597	2.830994386	1.923701713	5.69843051	2.082760437	2.040910437	2.036539424	1.378845215	2.077851948	0.37645144	0.339740002	0.881713959	0.447943082	2278.604249	9050.85403	243.5818327	670.7267903	24.24047073	32.20944495	24.35818327	17.65070501	726.249755	2884.739869	77.63579237	213.7778719	167.3635075	42.17701921	14.68411323	182.0476207	9.68767967	5.209676474	15.92296125	6.344539602	4.605831787	4.791405701	7.238658081	4.765963518	1.319660134	1.950234228	1.058367258	1.863667088	0.798680426	0.545575968	0.96009573	0.677642473	502898.0677	46084.00446	88844.2937	5007.998772	106.3209445	38.66107756	214.0826354	19.63921087	17794.24619	1630.609011	7.574972674	0.69490216	803.8855473	1	0	E1165_1365	35	3	250	1	5	7	70	0	7
104	ZPZ	8	3	5	4	0	4	0	9	3	6	4	0	5	0	0.205414013	1147.011963	0.90786005	3.352470551	15.63674848	0.727187052	0	20.62426613	4.260330601	4.987517653	0	0	2.303889007	0	0	2.303889007	0	0	428.3673531	0	0.637451418	429.0048045	10.99476002	0	9.171996794	4.971678458	3.302137213	0	3.58459568	1.749778725	1.077409381	0	1.25	2.166666667	0.719411277	0	0.75	0.23570226	171668.9796	0	59.491092	63.92241225	127.7298956	0	29.745546	21.30747075	54715.31727	0	18.96134048	20.37371617	401.247817	4.458309078	1.981470701	403.2292877	11.07290446	14.30580746	11.01663381	5.381451312	4.323677733	8.881363175	6.622549157	2.898116735	1.229535493	1.43694584	1.577442714	2.099056163	1.117548885	1.175772438	1.63020616	0.691938777	1377435.759	11032.07097	6003.206408	633.8588837	121.4669982	87.55611883	107.2001144	13.48635923	48738.36785	390.3522394	3.793105106	0.477193316	54734.27861	0	0	D1065_1165	0	0	0	1	1	1	0	90	1
105	ZPS	8	2	6	2	1	5	0	12	5	7	2	4	6	0	0.162420382	1213.583984	3.685089276	4.372638302	36.88453087	12.64989002	8.514176329	66.1063248	16.57190391	29.22179392	1.050824222	0	44.79692093	7.039747593	0.039906097	52.92739884	1.090730319	8.130477912	317.769532	4.143434219	7.968142728	325.7376747	9.72751011	20.36144005	15.00007305	3.617716061	2.679622262	2.491515897	3.644838491	0.28237305	1.208321253	1.862351638	1.671650391	1.868367513	0.75228962	1.566348031	2.000606568	0.213564081	108239.9736	1577.872184	5543.038587	32.7677355	108.5656706	121.3747834	221.7215435	10.9225785	34498.86233	502.9084308	1766.708904	10.44391973	230.7351865	21.23004323	12.27804167	243.0132282	10.20677884	13.36957015	12.63974475	5.694993334	3.759380629	6.522006577	5.352514984	3.089714213	1.203709537	1.348379517	1.344956632	2.012589978	0.784292862	1.348622728	1.249903854	0.685163005	760573.3433	48426.37439	44549.91108	1584.626276	116.6344645	80.71062398	128.3859109	12.77924416	26911.67493	1713.490036	4.542730731	0.452173177	36265.57123	1	0	E1165_1365	5	0	200	1	1	1	0	85	1
106	ZPZ	11	4	7	3	3	5	0	13	4	9	5	3	5	0	0.47133758	1230.557617	2.858326811	0	26.47011365	1.774253722	0	31.10269419	2.858326811	4.632580533	2.4840575	0	22.83943795	1.692821254	0	27.0163167	2.4840575	4.176878754	262.94871	5.737062764	7.011965601	269.9606756	16.82084914	15.25015259	16.17697715	7.542575615	5.560666772	5.0322227	6.047781818	2.626348492	1.106434363	0.811272515	0.976512562	1.789025879	1.17490428	0.687853306	0.802492895	0.791418223	182529.0678	2150.738973	3911.917827	240.065486	221.2473549	119.4854985	177.8144467	24.0065486	58176.70658	685.4958042	1246.828783	76.51504226	290.5331416	7.501281941	4.67060951	295.2037511	17.43229982	18.21605587	14.70892783	8.164914219	5.943662689	5.123235394	7.042386282	4.135764521	1.568301484	1.461514455	1.846417051	2.043164523	1.75214865	1.944730138	2.529737182	1.863299669	1600448.517	31133.86771	16838.79508	950.1804373	194.9151769	146.8578666	127.5666294	17.92793278	56629.31868	1101.622262	4.513741761	0.634351313	59423.53536	16	0	E1165_1365	10	0	200	3	1	1	0	50	1
107	ZPZ	8	2	6	2	2	4	0	9	2	7	2	2	5	0	0.138535032	1230.672119	3.364361431	0	19.60964742	5.75511186	0	28.72912071	3.364361431	9.119473291	7.707613577	0	3.379435495	3.739321842	0	14.82637091	7.707613577	11.44693542	355.6978914	10.83667411	7.968142728	363.6660341	18.82634594	17.63806184	16.78361601	9.749752274	5.337758482	5.862781589	6.954498106	4.317239085	1.422120453	1.387451172	1.750893555	1.226196289	1.606599514	1.231568919	2.072041843	0.889775105	230767.816	3694.397772	2925.742144	221.2707175	206.7811971	108.658758	117.0296857	27.65883969	73551.63579	1177.49955	932.5092394	70.52466634	289.3301058	9.518136047	5.095210375	294.4253162	18.63809146	18.66386761	17.0802891	9.060736254	5.517989863	4.871981663	7.156329873	4.883422771	1.756708896	1.671382181	1.671097649	1.73137503	1.953723995	2.017256689	1.843342798	1.379497336	1669516.054	38609.84015	21725.29646	1522.437219	204.1721969	143.5310043	150.8701143	23.06723058	59073.16334	1366.147626	5.338298414	0.816197171	74484.14503	63	0	E1165_1365	40	0	200	8	1	4	3	60	3
108	ZPZ	10	4	6	5	3	2	0	12	5	7	5	4	3	0	0.579617834	1167.925781	1.797640836	0	6.835451521	3.57948693	0.097013395	12.30959268	1.894654231	5.474141161	0.995086524	0	8.855492236	0	0	9.85057876	0.995086524	0.995086524	392.3513479	2.549805673	0.637451418	392.9887993	17.75919864	19.05633568	15.25811791	6.257995835	5.086161472	4.686797459	0.539489746	1.864929199	1.454312186	1.25	0.5	2.25	2.295799904	1.17260394	0	0.25	261022.4481	1319.014819	115.2531343	44.174474	212.0409814	164.8768524	57.62656713	22.087237	83194.56487	420.4039337	36.73413694	14.07954055	343.0421152	4.953676753	2.229154539	345.2712697	19.54330269	19.49573776	15.98478722	10.38428875	5.290738335	5.173606621	6.356695399	5.890543785	1.986765438	2.033049665	1.649675642	1.945384979	2.508558657	2.515492402	2.066770238	1.551233679	2097777.024	22101.52058	8847.353627	1061.971654	216.3772072	157.8680042	140.4341846	33.1866142	74226.49484	782.0270623	4.969039681	1.174255423	83231.299	115	0	E1165_1365	5	0	200	2	1	1	0	65	1
109	VD	9	3	6	3	2	4	1	10	4	6	4	2	4	1	1.006369427	1136.585938	44.33568906	16.83306834	10.57455859	7.86546036	0.21171186	79.82048822	61.38046926	69.24592962	82.56284656	7.325755001	0	0.235785109	0	90.12438667	89.88860157	90.12438667	142.1516663	322.8691433	11.47412553	153.6257918	14.46345823	19.32345	15.25739559	11.18849711	4.361559321	3.805725784	3.234151038	3.495700521	0.983296074	1.512377303	0.750434028	0.984868368	1.122182057	2.056249749	0.641902544	0.7945618	48390.68118	156030.4765	2701.041667	849.2452445	108.4992852	154.028111	75.02893519	35.38521852	15423.35418	49730.92426	860.8914206	270.6762928	205.0114508	187.9920328	11.95959102	216.9710418	11.66716674	18.81844241	15.15550434	9.838461564	5.412878621	4.922161365	5.174114586	4.69294761	1.286725235	1.428258429	1.104458239	1.51086467	1.076344874	2.203380692	1.309417179	1.066732817	603721.6568	718428.1354	28800.03625	8875.071527	104.1977316	135.2208047	85.20720785	29.98334975	21361.72812	25420.43395	3.014921177	1.060913019	16284.2456	0	0	D1065_1165	10	0	150	4	1	4	70	10	3
110	VD	7	2	5	2	1	4	0	7	2	5	2	1	4	0	0.170382166	1144.749268	25.89783277	1.075730375	25.00551239	20.28305249	0.385444813	72.64757285	27.35900796	47.64206045	60.24256372	0	17.02551525	19.66523381	0	96.93331278	60.24256372	79.90779753	167.9684487	244.4626189	20.71717109	188.6856198	12.7723157	22.34945007	20.8608193	13.69035141	6.363714623	5.813249357	5.371059141	6.431855133	1.656774648	4.54169664	4.119692758	2.857953753	1.95844396	4.719862978	3.75149917	4.041701762	54002.08314	121743.3711	7879.18244	393.4955878	102.470746	158.7266899	121.2181914	28.1068277	17211.85224	38802.74229	2511.29801	125.4171602	259.8911125	90.61690118	14.54257961	274.4336921	11.65070793	20.77706289	14.30646611	8.421710734	6.07056449	6.352917629	7.896782523	5.22482426	1.609779419	3.484212557	2.487822076	1.965230306	1.681086537	4.025646036	2.464537685	1.740441338	828325.9258	391218.8989	41624.44365	3473.134977	112.774122	152.7602104	101.2760186	24.11899289	29308.99202	13842.65689	3.583490422	0.853412103	19723.15025	32	0	D1065_1165	45	0	250	3	2	4	20	40	6
