KOD_BODU	Subtyp_final	Total_Rich	Specialist_Rich	Generalist_Rich	Canopy_Rich	Cavity_Rich	Ground_Shrub_Rich	Threatened_Rich	Total_Abun	Specialist_Abun	Generalist_Abun	Canopy_Abun	Cavity_Abun	Ground_Shrub_Abun	Threatened_Abun	Rarity_index	Elev	StandDeadtree3	LayingDeadtree3	Tezba_vyklizeni3	Tezba_ponechani3	Windfall3	DamageTotal3	DisturbTotal3	BiologLegac3	StandDeadtree1	LayingDeadtree1	Tezba_vyklizeni1	Tezba_ponechani1	Windfall1	DamageTotal1	DisturbTotal1	BiologLegac1	conif_ha1	deadw_ha1	decid_ha1	Total_LT_ha1	conifHAv1	deadwHAv1	decidHAv1	snagHAv1	conifHSD1	deadwHSD1	decidHSD1	snagHSD1	conifCBAv1	deadwCBAv1	decidCBAv1	snagCBAv1	conifCBSD1	deadwCBSD1	decidCBSD1	snagCBSD1	conifVol1	deadwVol1	decidVol1	snagVol1	conifVolAv1	deadwVolAv1	decidVolAv1	snagVolAv1	conifVolHA1	deadwVolHA1	decidVolHA1	snagVolHA1	conif_ha3	deadw_ha3	decid_ha3	Total_LT_ha3	conifHAv3	deadwHAv3	decidHAv3	snagHAv3	conifHSD3	deadwHSD3	decidHSD3	snagHSD3	conifCBAv3	deadwCBAv3	decidCBAv3	snagCBAv3	conifCBSD3	deadwCBSD3	decidCBSD3	snagCBSD3	conifVol3	deadwVol3	decidVol3	snagVol3	conifVolAv3	deadwVolAv3	decidVolAv3	snagVolAv3	conifVolHA3	deadwVolHA3	decidVolHA3	snagVolHA3	LT_VolHA1	NumLT25	NumLT30	Elev_cat2	Underg_%	Underg_Decid	Underg_H	Struct_Can	Uproot_N	DeadTr_Decay	Cover_deadw	Can_cover	Can_damage
111	VD	9	3	6	2	2	5	0	10	3	7	2	2	6	0	0.192675159	1119.889404	38.01101535	18.8502946	3.71391569	15.76749344	0.566801332	76.90952042	57.42811128	73.19560473	60.47885112	25.94141307	0	2.299649195	0	88.71991338	86.42026419	88.71991338	124.3030266	266.7734185	13.06775407	137.3707806	14.08630844	19.02631195	17.7764863	9.85374937	5.192359748	5.164473879	6.111367227	4.753169595	0.866481057	1.001790219	1.312133789	1.419109235	0.712391515	1.445175836	1.856103945	0.902511958	45507.36478	100688.851	5253.593089	1033.314999	116.6855507	120.297313	128.1364168	29.52328567	14504.36711	32092.12542	1674.455183	329.3440556	180.0307666	146.2396144	12.80879275	192.8395593	12.62055893	18.54309904	14.68056533	9.292015844	5.795493231	5.511098492	6.023109434	4.337827648	1.266430117	1.406243059	1.410659031	1.51161114	1.253432732	2.1186535	1.835452272	0.896354161	578732.8	516683.7033	33113.2162	10503.94374	113.7446541	125.0142035	91.47297292	28.93648412	20477.53727	18282.02893	3.236625282	1.023871348	16178.82229	16	0	D1065_1165	25	0	70	3	1	5	70	10	2
112	ZPZ	11	4	7	5	2	4	0	14	5	9	6	3	5	0	0.24044586	1124.168945	0.219618278	0	7.710082694	4.789305587	0	12.71900656	0.219618278	5.008923865	0.323947163	0	0	0	0	0.323947163	0.323947163	0.323947163	447.8096213	1.912354255	19.12354255	466.9331639	23.86890918	21.43587181	21.55531969	22.02152385	2.649508898	2.525474803	2.161127441	1.859738788	5.551170917	1.528808594	7.463625018	9.412923177	3.397728389	1.106951255	2.720837953	2.586371665	268541.3116	1090.401748	9936.74544	124.2434152	191.1326061	181.7336247	165.612424	41.41447175	85591.01998	347.5390704	3167.096237	39.59957063	324.3950605	1.344569404	58.5241525	382.919213	21.08713619	18.96843192	22.74752677	15.2060939	6.111717381	6.956771275	4.132683603	7.518922686	4.392808629	3.232929431	7.627029214	4.550202637	3.987695723	3.173457902	4.31637247	4.465998297	1766772.482	5725.998683	394757.1942	1843.011476	192.7107856	150.6841759	238.6681948	36.86022952	62514.42696	202.6053326	8.444893489	1.304240444	88758.11621	471	4	D1065_1165	0	0	0	1	1	1	0	90	1
113	VD	10	3	7	3	3	4	0	10	3	7	3	3	4	0	0.390127389	1091.121948	15.02075039	47.54971983	12.1756673	5.43657559	0	80.18271311	62.57047022	68.00704581	14.42655533	75.55058614	5.10497334	0	0	95.08211481	89.97714147	89.97714147	97.8487927	145.6576491	8.286868437	106.1356611	11.83002345	14.23069367	11.87002856	8.70038188	6.48725615	6.751166746	4.910528996	3.32715261	1.37458687	1.088740576	1.222548265	1.606042287	0.904404135	0.879224314	0.903191702	0.945868698	31528.20681	43202.41018	1274.953464	1620.772894	102.6977421	94.5348144	49.03667169	25.72655388	10048.85007	13769.71882	406.3604469	516.58199	158.9068736	81.59413281	9.942736912	168.8496105	11.38175422	14.18931581	12.10939138	8.103113174	6.680553141	6.32031304	5.532214115	3.616079832	1.36635633	1.096435654	1.236175218	1.728982812	0.925781771	1.123549077	0.97298483	0.859345204	523330.4146	209856.3572	21015.88173	8440.33665	116.5287051	91.0044914	74.7896147	23.91030212	18517.21221	7425.432557	2.646311255	0.846027913	10455.21052	15	1	D1065_1165	35	0	130	2	1	4	20	5	6
114	VD	5	1	4	0	2	3	0	6	1	5	0	2	4	0	0.175159236	1235.088013	0.844783004	58.59050975	26.62831461	1.719165822	4.545868899	92.32864209	63.98116166	65.70032748	0.124528993	90.46243815	6.62162236	0	2.667259756	99.87584926	93.2542269	93.2542269	22.31079964	144.0640205	33.46619946	55.7769991	7.95020206	12.16370038	10.8378693	7.094704349	5.215603664	5.296968495	4.705781056	2.953964192	2.008808245	1.240626242	1.527871559	1.950681744	0.83898933	0.992763471	1.035183841	0.785555888	3019.133087	18022.31522	4315.843505	883.998766	43.13047267	39.8723788	41.10327148	13.3939207	962.2753341	5744.175198	1375.570282	281.7531335	55.58732985	102.0103577	23.98994885	79.5772787	11.85514209	13.14519621	11.82356565	7.239674192	6.3341474	5.86098387	5.418877322	4.082569289	1.317218006	1.175315283	1.411091402	1.90667222	0.9885451	0.964542688	1.086451454	0.841385341	195766.3217	144305.0622	29569.68892	6200.320975	124.6125536	50.053785	43.61311051	14.58899053	6926.879121	5106.004513	1.543180369	0.516208166	2337.845616	0	0	E1165_1365	5	0	100	2	1	6	15	10	6
115	VD	11	2	9	2	3	6	0	11	2	9	2	3	6	0	0.114649682	1230.44104	23.71200917	1.658363668	23.83060487	2.669665785	17.00158754	68.87223103	42.37196037	45.04162616	6.521112718	0	14.18480676	0	79.29408053	100	85.81519324	85.81519324	130.0400893	37.60963368	28.68531382	158.7254031	5.108953343	4.642438292	9.015147772	7.233155214	2.952065232	3.82736599	7.084762217	5.810675999	1.828544467	1.888936706	1.677026367	1.810478659	0.441477359	0.529849911	0.865737613	0.712728033	17534.04525	3723.89965	7826.420182	819.602511	42.9756011	31.55847161	86.96022424	24.10595621	5588.551005	1186.902557	2494.481322	261.2283915	209.5405267	15.99329923	57.03804947	266.5785761	11.06500022	10.51131448	14.97081473	7.083304307	6.025535785	8.701958439	6.893955409	5.459925731	1.310593522	1.411844169	1.592731712	1.848019577	0.921035602	0.77128438	1.63299804	0.891011151	783332.2484	48627.46615	426820.9657	2879.719965	132.2749491	107.5828897	264.777274	22.67496035	27716.96249	1720.605347	9.368721621	0.802317314	8083.032328	5	0	E1165_1365	85	3	200	1	4	7	65	0	7
116	VD	11	3	8	2	1	8	2	14	4	10	2	2	10	2	2.095541401	1259.509033	1.362742708	8.416070202	23.0887551	19.20990438	18.67877558	70.75624797	28.45758849	47.66749287	0	0	25.12734664	12.1545473	59.18316312	96.46505706	59.18316312	71.33771042	152.350889	66.93239891	6.055788473	158.4066774	6.118970864	4.895376357	9.89657589	5.730224983	3.293032895	5.009524213	9.552209485	4.512059763	1.663027456	1.859116908	1.457641602	1.857008714	0.602559081	0.575633071	0.820046814	0.696229506	28097.71128	6295.219766	575.4167803	420.9683332	58.78182276	29.97723698	30.2850937	16.19108974	8955.462952	2006.448384	183.4001213	134.1734305	231.1244039	31.42046398	11.46422334	242.5886273	11.40034734	10.02604792	15.970692	7.811027575	6.213832644	9.468360126	7.104604809	5.878869508	1.381187313	1.640948184	1.326448417	1.72572179	1.179393868	1.148275867	1.596180026	0.964698513	859124.7924	46573.13906	34770.79302	3454.468082	131.5255347	52.44722867	107.3172624	18.57240905	30398.7608	1647.916259	3.7972502	0.657155078	9138.863074	2	0	E1165_1365	65	0	400	1	5	6	45	0	7
117	VD	8	1	7	0	3	5	0	10	1	9	0	3	7	0	0.183121019	1251.697998	16.52447107	41.04363183	7.112139721	20.52327887	10.00082323	95.20434472	67.56892612	88.092205	0.322067667	84.21286002	1.656686633	12.07463706	1.558257604	99.82450899	86.09318529	98.16782235	65.02004466	73.62563881	125.5779294	190.5979741	7.971759477	9.373712792	10.14610653	8.301647681	4.241874641	5.565491986	5.044663688	4.081555174	1.452343511	1.367140997	1.305757939	1.38675944	0.705761729	0.837274704	0.854473002	0.818570549	14071.97818	7941.757718	21114.73508	1062.889391	68.98028518	34.37990354	53.59069817	18.64718229	4485.101223	2531.24236	6729.808911	338.7701748	100.9488556	61.21329131	118.7113251	219.6601806	8.206944211	12.47403184	14.41090631	8.977263566	4.833315535	7.452493692	5.650014534	4.818964537	1.459126298	1.245189936	1.278234336	1.52836001	0.709518833	1.074845225	1.280230025	0.924877215	234008.0219	96628.03148	419613.4305	6747.344806	82.02173919	55.85435346	125.0710672	18.28548728	8280.000702	3419.028809	4.425440273	0.647002809	11214.91013	5	0	E1165_1365	15	0	100	1	2	6	35	0	6
118	VD	7	1	6	1	1	5	0	8	1	7	1	1	6	0	0.098726115	1217.735962	0.791906877	3.169575011	47.46316669	6.034721881	40.74822	98.20759046	44.70970189	50.74442377	0	0	12.71452519	0	87.28547481	100	87.28547481	87.28547481	23.90442818	58.00807906	52.589742	76.49417019	5.097358849	5.517192506	4.43387123	7.418694263	3.329518754	3.830951682	3.544911471	3.406322912	1.932324219	1.789949857	1.687763376	1.681900635	0.625296039	0.686139135	0.632800399	0.842107916	1377.787415	4253.945004	5117.482411	1534.461182	18.37049887	23.3733242	31.01504491	15.34461182	439.1362709	1355.841638	1631.07321	489.0722284	79.21465941	21.40828994	33.7270266	112.941686	4.837114548	5.833033519	8.314260859	7.405879371	2.81163814	4.447112505	6.980543726	3.754429167	1.920058075	1.803182193	1.627602002	1.744580262	0.46154079	0.718565433	1.077406697	0.820472211	65862.32698	11076.95098	44386.79185	8293.95997	33.1466165	20.62746924	52.46665703	15.59015032	2625.697936	441.5988422	2.091659973	0.621524131	2070.209481	0	0	E1165_1365	75	0	200	1	4	6	60	2	7
119	VD	7	0	7	0	1	6	1	8	0	8	0	1	7	1	1.042993631	1271.748047	2.949928365	9.507389126	42.3305342	15.77628302	21.70967932	92.27381404	34.16699681	49.94327983	0	0	23.62269149	13.20658587	63.17072264	100	63.17072264	76.37730851	78.72525015	36.33473084	44.94032499	123.6655751	4.925739453	6.420826284	8.27820456	7.555828511	1.953471309	4.359872875	5.861077526	3.898632947	1.757576761	1.642931486	1.404037151	1.618491644	0.484796398	0.836497835	0.799496695	0.852939462	9364.14565	2232.244296	4870.439845	1483.016101	37.91152085	19.58109032	34.54212656	18.77235571	2984.593963	711.4736462	1552.334393	472.6753585	131.272434	25.44066847	55.30426261	186.5766966	6.130543903	7.669957131	11.64890012	7.421235436	2.819036522	5.863098385	6.641535094	4.616943851	1.796031859	1.582238039	1.407894786	1.636670808	0.508284583	0.820019981	1.064791276	0.817500164	209940.0378	22279.00812	256178.8723	5250.075615	56.58761127	30.98610308	163.9020296	17.32698223	7428.393464	788.3071757	5.799411956	0.613087636	4536.928356	0	0	E1165_1365	45	0	300	1	3	5	20	5	7
120	ZPS	10	3	7	3	1	6	0	11	4	7	3	2	6	0	0.315286624	1175.921021	5.05868269	53.52658839	27.86290101	3.617470421	2.549231842	92.61487435	61.13450292	64.75197335	10.17786843	42.75764612	35.17100538	0	1.593603805	89.70012373	54.52911835	54.52911835	145.9763748	76.49417019	20.07971967	166.0560944	11.79796582	18.12248174	17.80974595	7.479508581	7.110544658	8.44878539	7.763778895	5.150878292	1.517313995	1.614781698	1.583112444	1.646448472	1.496417591	1.667980992	1.73626413	0.837552067	55284.70566	17671.77836	4255.171157	977.440015	120.7089643	73.63240984	67.54239932	19.16549049	17620.65701	5632.45009	1356.232444	311.5352619	165.3820368	73.49133298	17.55016907	182.9322058	8.831940154	15.79613548	14.16695594	7.190779512	5.730292147	8.97585191	7.657049374	4.934434018	1.567784725	1.573021203	1.410555932	1.70479445	0.960120124	1.796633709	1.254740249	0.809621392	372714.4294	134894.4895	29520.04542	10151.76258	79.74206876	64.9467932	59.5162206	19.22682306	13187.90575	4773.026405	2.10588656	0.680310475	18976.88946	45	5	E1165_1365	55	0	400	4	1	1	0	70	1
121	ZPS	8	3	5	3	1	4	0	11	4	7	4	2	5	0	0.246815287	1108.725342	0.408433218	0	31.73904172	17.04325325	0.478442797	49.66917099	0.886876015	17.93012927	2.295501772	0	3.259011314	5.140693965	0	10.69520705	2.295501772	7.436195738	278.2475441	7.33069131	8.605594146	286.8531382	26.39139067	28.39689306	22.02517295	18.45313804	4.854730703	4.803481499	5.988427083	8.928313238	7.226941438	9.284004543	9.461172598	6.811835395	4.359389203	7.169813518	5.251326988	6.568560187	220270.2654	3257.021222	1969.403708	432.836214	252.3141643	141.6096184	72.94087809	48.09291267	70205.79655	1038.096399	627.6995935	137.9560292	171.0079982	3.21988989	10.5088714	181.5168696	22.58070958	18.52902754	19.01332441	11.49953733	8.708427562	9.408084795	7.196151917	6.733261049	5.518645969	3.521951193	4.321819678	2.21218369	4.47698949	5.395290201	4.773666244	3.319619083	1068080.345	5414.55431	41483.95248	1854.456724	220.9973815	59.50059682	139.6766077	20.37864532	37792.31981	191.5853701	4.942234032	0.721065868	70833.49614	676	186	D1065_1165	5	0	120	2	1	1	5	85	1
122	MD	9	4	5	3	4	2	1	13	5	8	6	4	3	1	1.369426752	1066.656006	5.704534628	2.77145526	5.740696271	10.91384748	0.432452067	25.56298571	8.908441955	19.82228944	11.11116352	24.96589424	3.106469265	12.36218996	0	51.54571699	36.07705776	48.43924773	210.0402423	12.11157695	14.66138262	224.7016249	16.26873841	14.79157457	14.665684	9.078960276	6.027626151	5.673452689	5.695790182	4.155437567	0.921326888	0.760247481	1.048411494	1.632851049	0.805808834	0.582230326	1.023427735	0.983198479	89429.19319	3440.514335	3061.004049	362.5921505	135.7043903	90.53985091	66.54356627	19.08379739	28503.38302	1096.580371	975.620686	115.5674403	187.2843647	6.935147455	6.581313401	193.8656781	17.21555727	16.50223945	15.04534315	8.052250281	6.395845025	5.371062116	6.710108676	3.939364153	1.003504892	0.790432054	1.255090857	1.749424115	1.069741605	0.824193072	1.197715378	0.840588616	943658.7536	21689.15954	19517.30486	1848.944596	178.2842913	110.6589773	104.9317466	21.75228936	33389.86022	767.4363245	3.712842526	0.769670072	29479.0037	14	0	D1065_1165	35	0	450	9	3	5	35	20	5
123	MD	12	3	9	3	2	7	0	13	3	10	3	2	8	0	0.361464968	1074.162964	2.988446588	1.325725777	15.4328747	7.72174844	0.295036956	27.76383246	4.609209321	12.33095776	7.53256725	7.246330166	31.24154525	4.279143519	2.657775856	52.95736204	17.43667327	21.71581679	250.8371331	16.89246258	9.561771274	260.3989043	16.38220656	17.48595983	13.81101504	7.255198989	8.71640867	7.312270676	7.475681718	4.111598373	2.084338953	0.884056235	1.253076172	1.856527889	2.104775385	0.71513435	0.905297464	0.784251339	118450.6806	3064.332479	2421.708946	675.9755285	150.509124	57.81759395	80.72363153	19.88163319	37753.27717	976.6815424	771.8609011	215.4507797	205.7191189	7.147447887	9.588902858	215.3080217	15.01182305	17.2951565	12.92427284	7.514204728	8.273830311	7.648791584	7.942051121	4.900466807	1.93173267	1.624262744	2.212771257	2.048582976	2.225558931	2.316851199	2.352631751	1.283333767	852755.171	16358.77415	25929.00315	2831.06203	146.672716	80.98403044	95.67897842	23.39720686	30173.38191	578.8291372	3.38544808	0.827872855	38525.13807	164	7	D1065_1165	40	0	250	8	3	6	25	30	5
124	MD	9	2	7	1	3	5	0	11	3	8	1	4	6	0	0.113057325	929.455994	60.25593913	0	8.279076455	2.911435852	0.40585884	71.85231028	60.66179797	63.57323382	94.69620043	0	0	0.859862272	0	95.5560627	94.69620043	95.5560627	14.34265691	226.9327049	14.98010833	29.32276524	19.94933168	34.02542089	33.08427801	7.211792377	18.62231708	16.41485987	14.94952414	3.101380514	5.543858507	11.8676877	13.04024554	2.011454264	6.80876319	9.574339283	9.269349152	1.090796771	9779.736336	277385.873	17525.96668	66.47493225	217.3274741	389.5869003	372.8929081	22.15831075	3117.053399	88410.00907	5585.976158	21.18726992	55.88913946	156.7649431	49.71231047	105.6014499	18.03765756	30.16441426	31.74249104	8.795279567	15.66246479	16.73791298	12.49319297	6.53416896	4.499580312	9.846739491	12.38679751	1.744932113	6.098946475	9.359515901	8.864427209	1.381612828	318010.6278	1421210.926	620846.1843	1756.835263	211.7247855	337.339408	464.7052278	28.33605263	11833.11606	52882.9931	17.29159473	1.054379226	8703.029556	533	511	B865_965	15	90	200	6	2	4	20	45	5
125	ZPZ	9	3	6	3	3	3	0	10	4	6	4	3	3	0	0.170382166	812.388977	0.129899765	0	3.770814604	0.143831571	0	4.04454594	0.129899765	0.273731336	0.283314889	0	8.027995147	0	0	8.311310036	0.283314889	0.283314889	415.6183247	0.637451418	2.868531382	418.4868561	28.43971319	27.00976601	23.52572984	26.15390663	2.272514445	1.141357422	4.133828482	1.823727074	7.460713112	8.75	7.90041097	9.1	3.778500375	1.75	3.714400995	4.851803788	252531.3519	407.5577112	1294.228802	339.3786917	193.6590122	203.7788556	143.8032003	67.87573835	80488.23422	129.8991205	412.5039928	108.1687142	364.9444431	0.176917027	9.659669669	374.6041128	27.26846851	26.89185829	22.26739991	22.38470497	5.791799136	1.842917228	8.02657666	8.93035614	7.545731612	6.1	7.488913512	8.72898726	4.93712022	3.070016287	6.324191447	6.021222359	2060162.395	903.0601795	70605.91414	1387.734152	199.7442694	180.6120359	258.6297221	63.07882508	72895.56117	31.95334441	9.151200301	2.231943639	80900.73821	1215	324	A765_865	0	0	0	1	1	1	0	90	1
126	ZPZ	8	3	5	2	2	4	0	12	4	8	4	3	5	0	0.374203822	1132.411621	1.325379926	0	5.217178633	1.403218385	0	7.945776945	1.325379926	2.728598312	3.470693861	0	0	0	0	3.470693861	3.470693861	3.470693861	338.1679774	8.605594146	4.143434219	342.3114116	25.67064872	24.56131547	22.17960313	16.43261742	4.307355059	4.306520312	3.234070214	0	5.399467907	5.34044958	8.379591722	0.5	4.19864224	3.244005811	3.582658176	0	216620.5501	5943.271234	892.2340975	14.6933545	204.1663997	220.1211568	68.63339212	14.6933545	69042.53843	1894.273339	284.3779454	4.683149833	321.6705383	3.538340538	3.184506484	324.8550448	24.26538104	23.18861584	21.592836	11.75187302	6.542993628	4.2707088	7.385952007	6.553152564	4.429887356	3.599692383	6.815861003	1.746684827	4.129352264	3.550551009	5.567454897	1.626040114	1909022.46	13747.08026	11059.75596	844.2277617	209.9903707	137.4708026	122.8861773	22.21652005	67547.71558	486.4185136	4.348131429	0.786096135	69326.91637	705	108	D1065_1165	3	0	120	1	1	1	3	80	1
127	ZPZ	14	7	7	5	5	4	2	18	8	10	8	5	5	2	2.049363057	1121.145508	2.578024201	0	0.900191613	4.91157117	0.583905592	8.973692576	3.161929793	8.073500963	1.353050106	0	0	2.268390694	2.732161757	6.353602558	4.085211864	6.353602558	328.2874804	3.187257091	3.824708509	332.1121889	25.64653717	21.22066669	21.30593889	14.05239885	5.248304206	4.495039565	3.84279843	7.374430398	5.725362774	1.117346191	6.836415609	3	4.080332896	1.2906748	4.540414366	3.4278273	203758.7194	541.1802263	435.950658	222.2648453	197.8239994	54.11802263	36.3292215	27.78310566	64943.14232	172.4880514	138.9486826	70.84152041	332.462477	8.279716859	3.432190322	335.8946673	24.09960301	24.65849075	21.92837134	12.89018151	6.537868983	5.742899996	6.683945805	7.794769589	4.748258731	4.750827887	7.58667999	2.442972037	4.35334297	4.485042442	5.439888901	3.206011939	1913402.279	30198.34286	7006.317866	1167.337139	203.6400893	129.0527473	72.23008109	22.44879114	67702.68851	1068.520207	2.55574624	0.794314677	65082.09101	679	167	D1065_1165	0	0	0	1	1	1	0	70	1
128	ZPZ	11	4	7	6	2	3	1	12	4	8	7	2	3	1	1.218152866	1123.824219	3.339363081	1.740001111	3.446891528	4.606916983	0.622219049	13.75539175	5.701583242	10.30850022	3.23194433	0	0	2.656163294	0	5.888107624	3.23194433	5.888107624	340.0803316	11.47412553	1.912354255	341.9926859	22.71364962	21.92280421	11.46995047	12.06809091	5.478116452	4.550996303	3.588644372	6.425039579	3.17616302	2.114227295	0.838826497	3.4	3.11104598	2.985461976	0.742996851	3.903844259	214284.3323	5144.648023	95.560721	116.5949203	200.8288025	142.9068895	15.92678683	23.31898405	68297.92576	1639.731589	30.45765856	37.16179864	326.093464	13.19801021	4.882909943	330.9763739	23.16952798	23.00884424	21.28288132	12.31738841	6.885906251	6.251982872	6.923008346	7.441963043	4.189612746	3.936129736	5.778373386	2.441640668	4.141454401	4.189193894	5.462630853	3.077214561	1840935.907	41030.97687	11380.75731	2408.885092	199.7543301	110.002619	82.46925589	21.31756719	65138.58146	1451.815688	2.918043113	0.754288121	68328.38342	417	33	D1065_1165	20	0	200	4	1	3	3	65	2
129	ZPZ	8	3	5	3	2	3	0	11	4	7	5	2	4	0	0.323248408	1178.840088	0.711811408	0	5.100631174	0	0	5.812442582	0.711811408	0.711811408	1.493521591	0	7.602559932	0	0	9.096081523	1.493521591	1.493521591	341.9926859	1.274902836	3.187257091	345.179943	24.71420991	22.59967064	19.20572495	13.72137474	5.451652806	1.364893895	5.383887534	3.402038574	5.422553497	1.375	5.313806152	0.5	3.13633311	0.960143218	4.199955434	0	244820.6484	241.5525853	461.1909308	54.10503675	228.1646304	60.38814631	46.11909308	27.05251838	78030.63477	76.98901902	146.9934064	17.24466621	349.6234286	1.061502161	2.547605187	352.1710338	22.97167377	21.25813723	20.00526696	11.90317715	4.382639345	4.260211068	5.430972381	6.785443672	4.166728441	2.520324707	4.649290297	2.932871501	3.067708406	2.588074446	4.105108494	2.486720354	2039337.045	3959.748324	8640.063467	626.6949603	206.3897424	131.9916108	120.0008815	26.11229001	72158.68936	140.1093801	4.246039836	0.923941743	78177.62818	604	103	E1165_1365	10	0	500	1	1	1	1	90	1
130	ZPZ	9	5	4	3	4	2	0	11	5	6	4	4	3	0	0.348726115	1177.57373	0.864687216	0	7.561476181	1.465935148	0	9.892098545	0.864687216	2.330622364	1.580009401	0	0	1.89341933	0	3.473428731	1.580009401	3.473428731	387.5704623	7.011965601	5.099611346	392.6700736	19.28539663	17.11102316	16.20816823	17.16149925	3.06274986	3.741422804	3.842099456	0	1.543366285	1.182167747	1.241119385	1	1.65665712	1.008904892	1.202137981	0	178927.5417	1889.75228	1714.712332	33.617413	147.1443599	85.89783089	107.1695207	33.617413	57028.8076	602.3126353	546.5229039	10.7147338	341.5913955	2.936822647	4.13985843	345.731254	21.13326203	19.34835123	17.46865333	11.25240287	5.214406835	3.874221701	5.321700624	6.041917816	2.897817134	1.640141131	2.767911993	1.947368421	2.89302988	1.842896286	3.016707427	1.71508614	1725017.126	9176.243835	10403.61217	534.873774	178.6841854	110.5571546	88.91976218	28.15125126	61036.98027	324.6867555	3.146283992	0.996087135	57575.3305	25	0	E1165_1365	0	0	0	1	1	1	0	65	1
131	ZPZ	9	4	5	3	2	4	0	12	5	7	6	2	4	0	0.444267516	1148.943848	0.645579732	0	5.753536894	0.951258708	0	7.350375334	0.645579732	1.59683844	0.392051332	0	2.924502746	0	0	3.316554077	0.392051332	0.392051332	369.4030969	3.824708509	3.5059828	372.9090797	25.62780806	24.66256737	18.59483776	17.07727074	3.163328184	1.945260795	3.911430831	0	6.549292392	4.166666667	2.681818182	1	3.245508479	4.094372832	3.164237143	0	226137.2115	996.906292	346.7105302	14.86675025	195.1140738	83.07552433	31.51913911	14.86675025	72075.74309	317.7396648	110.5055596	4.738415516	324.4304439	3.007589457	3.644490754	328.0749347	24.89559375	23.62712569	18.25832585	13.40938335	3.930816426	4.118926494	6.60077789	7.116044921	5.663087162	2.844613109	3.710449219	4.852259318	3.441261789	2.867092087	3.730491592	3.55837198	1909451.734	15463.60738	15095.20659	690.3456223	208.2508162	181.9247928	146.5554038	28.76440093	67562.90475	547.1550887	5.185629264	1.017782459	72186.24865	697	84	D1065_1165	3	0	120	1	1	1	0	85	1
132	ZPZ	7	3	4	3	3	1	1	9	3	6	5	3	1	1	0.312101911	1153.810791	0.83538038	0	7.936318736	0.875802668	0	9.647501784	0.83538038	1.711183048	0.575610835	0	2.002685148	0	0	2.578295983	0.575610835	0.575610835	371.3154511	2.231079964	3.187257091	374.5027082	24.72607518	19.01907808	18.72375507	15.5331422	3.004588426	1.358176924	2.815190535	0.561096077	5.911396442	4.299752372	4.638049316	4.021972656	3.028578335	2.048717227	3.955989989	0.478027344	234236.9719	263.2724882	583.2988952	64.68967426	201.0617785	37.61035546	58.32988952	32.34483713	74657.34498	83.91171051	185.912354	20.6182623	358.7877306	1.521486431	3.396806917	362.1845375	22.62576032	21.37590298	19.16881835	10.22187172	5.891986514	3.515331125	5.533560261	7.322348459	4.632454066	2.654387718	4.645577749	2.955124628	3.440060804	2.612865152	3.923935987	2.103288258	1977284.832	3817.352454	9442.296756	591.9289645	194.9985041	88.77563847	98.35725788	28.18709355	69963.07076	135.0709294	3.480214728	0.997355358	74843.25734	579	15	D1065_1165	0	0	0	2	1	1	3	70	1
133	VD	8	2	6	1	2	5	0	8	2	6	1	2	5	0	0.286624204	1354.760498	0.009561835	79.77367127	0	11.82304047	8.393726432	100	88.17695953	100	0	75.04138728	0	24.86781784	0.090794881	100	75.13218216	100	19.12354255	119.5221409	12.11157695	31.23511949	11.64138042	13.38401006	14.43988981	9.396869754	4.748474287	5.477874708	4.185234434	3.909976154	1.134387207	1.017718424	0.910946495	1.549229847	0.885488526	0.808435455	0.725677526	0.907713954	2350.163197	15712.38389	1508.389647	1158.263788	39.16938662	41.89969036	39.69446441	21.0593416	749.0574316	5007.940696	480.76256	369.1684471	19.61112722	113.8904413	12.2730468	31.88417402	8.69062357	12.18039546	12.38244007	9.427646791	4.734101825	5.367096166	4.990822497	4.10866917	1.575047065	1.148873255	1.178941847	1.511169782	0.848061919	0.862392834	0.883780894	0.906453608	15975.87725	120086.8879	11259.72389	8420.784475	34.9581559	45.24750861	39.36966395	24.05938421	685.568843	5153.258722	1.689460587	1.032454365	1229.819992	0	0	E1165_1365	10	0	120	1	2	5	35	10	7
134	ZPS	7	2	5	0	2	5	0	7	2	5	0	2	5	0	0.114649682	1242.865356	1.254124903	72.50489118	2.719905058	0	22.19847946	98.6774006	95.95749554	95.95749554	1.759846559	62.18597628	3.436950031	0	28.149132	95.53190487	92.09495484	92.09495484	101.6735012	58.32680477	7.649417019	109.3229182	8.307863125	8.389355501	10.09526201	8.592722869	3.79739181	4.447146831	3.819736915	3.327908156	1.520340588	1.522108735	1.216481527	1.599915938	0.787529944	0.801229613	0.81243273	0.810440129	24208.76419	9566.618497	1570.05333	3006.1577	75.88954291	52.27660381	65.41888876	34.16088295	7715.955533	3049.127264	500.416361	958.1397446	92.0322374	54.52582769	6.015178915	98.04741631	7.861517805	9.666567559	11.98202144	9.067640804	4.621449456	6.051844794	5.308593544	4.194357166	1.582248686	1.405490724	1.224363798	1.524276533	0.748105454	0.816727901	0.943839776	0.845477506	149306.6463	75638.60494	8046.566635	26047.21406	57.40355489	49.08410444	47.33274491	31.11973006	5282.977591	2676.351421	1.674793701	1.101122024	8216.371894	0	0	E1165_1365	50	10	200	1	2	7	35	5	6
